date,newCasesBySpecimenDate,cumCasesBySpecimenDate,cumDeaths,newDeaths,Vac
31/03/2020,4463,38029,29602,831,0
01/04/2020,4891,42920,30052,924,0
02/04/2020,4824,47744,30536,1007,0
03/04/2020,4852,52596,31001,1061,0
04/04/2020,3976,56572,31461,1147,0
05/04/2020,3556,60128,31922,1220,0
06/04/2020,5273,65401,32306,1170,0
07/04/2020,5477,70878,32684,1293,0
08/04/2020,5146,76024,33032,1461,0
09/04/2020,4875,80899,33341,1375,0
10/04/2020,4327,85226,33662,1319,0
11/04/2020,3585,88811,33979,1365,0
12/04/2020,3507,92318,34313,1378,0
13/04/2020,4203,96521,34627,1232,0
14/04/2020,4335,100856,34941,1254,0
15/04/2020,5070,105926,35208,1276,0
16/04/2020,5292,111218,35501,1322,0
17/04/2020,4977,116195,35776,1272,0
18/04/2020,4743,120938,36044,1189,0
19/04/2020,3881,124819,36282,1122,0
20/04/2020,4441,129260,36505,1160,0
21/04/2020,4795,134055,36725,1085,0
22/04/2020,5517,139572,36922,1102,0
23/04/2020,5167,144739,37122,1038,0
24/04/2020,4961,149700,37336,1005,0
25/04/2020,3757,153457,37534,919,0
26/04/2020,3476,156933,37751,894,0
27/04/2020,4739,161672,37937,866,0
28/04/2020,4720,166392,38100,801,0
29/04/2020,5433,171825,38227,817,0
30/04/2020,4961,176786,38361,780,0
01/05/2020,4766,181552,38529,786,0
02/05/2020,3258,184810,38684,705,0
03/05/2020,3002,187812,38818,662,0
04/05/2020,3398,191210,38941,676,0
05/05/2020,3686,194896,39051,642,0
06/05/2020,3832,198728,39179,627,0
07/05/2020,3787,202515,39304,631,0
08/05/2020,3064,205579,39394,569,0
09/05/2020,2170,207749,39503,539,0
10/05/2020,2337,210086,39583,494,0
11/05/2020,3612,213698,39663,428,0
12/05/2020,3410,217108,39726,441,0
13/05/2020,3330,220438,39812,454,0
14/05/2020,2630,223068,39884,465,0
15/05/2020,2530,225598,39968,421,0
16/05/2020,2082,227680,40027,419,0
17/05/2020,1837,229517,40088,377,0
18/05/2020,2581,232098,40140,407,0
19/05/2020,3063,235161,40200,372,0
20/05/2020,2719,237880,40254,353,0
21/05/2020,2567,240447,40318,342,0
22/05/2020,2057,242504,40383,300,0
23/05/2020,1531,244035,40457,284,0
24/05/2020,1373,245408,40525,281,0
25/05/2020,1625,247033,40566,279,0
26/05/2020,2070,249103,40615,300,0
27/05/2020,1825,250928,40660,282,0
28/05/2020,1757,252685,40699,288,0
29/05/2020,1531,254216,40746,254,0
30/05/2020,1132,255348,40772,219,0
31/05/2020,1080,256428,40815,195,0
01/06/2020,1438,257866,40844,199,0
02/06/2020,1492,259358,40877,233,0
03/06/2020,1369,260727,40904,203,0
04/06/2020,1249,261976,40940,183,0
05/06/2020,1123,263099,40967,184,0
06/06/2020,804,263903,40991,151,0
07/06/2020,722,264625,41028,163,0
08/06/2020,1099,265724,41050,161,0
09/06/2020,1165,266889,41071,137,0
10/06/2020,1196,268085,41085,166,0
11/06/2020,1013,269098,41110,121,0
12/06/2020,1053,270151,41131,135,0
13/06/2020,886,271037,41151,101,0
14/06/2020,826,271863,41164,136,0
15/06/2020,1045,272908,41182,107,0
16/06/2020,1103,274011,41196,120,0
17/06/2020,1017,275028,41210,105,0
18/06/2020,1022,276050,41222,90,0
19/06/2020,993,277043,41242,88,0
20/06/2020,683,277726,41260,87,0
21/06/2020,636,278362,41276,80,0
22/06/2020,899,279261,41283,83,0
23/06/2020,883,280144,41300,97,0
24/06/2020,0,280921,41317,101,0
25/06/2020,726,281647,41329,108,0
26/06/2020,666,282313,41341,79,0
27/06/2020,653,282966,41353,73,0
28/06/2020,449,283415,41363,71,0
29/06/2020,724,284139,41377,69,0
30/06/2020,623,284762,41388,81,0
01/07/2020,652,285414,41398,54,0
02/07/2020,606,286020,41414,61,0
03/07/2020,568,286588,41428,48,0
04/07/2020,399,286987,41434,52,0
05/07/2020,0,287545,41443,52,0
06/07/2020,714,288259,41456,54,0
07/07/2020,608,288867,41470,43,0
08/07/2020,713,289580,41479,47,0
09/07/2020,722,290302,41492,61,0
10/07/2020,568,290870,41502,44,0
11/07/2020,459,291329,41509,38,0
12/07/2020,366,291695,41518,32,0
13/07/2020,740,292435,41525,45,0
14/07/2020,705,293140,41537,42,0
15/07/2020,777,293917,41541,41,0
16/07/2020,712,294629,41553,21,0
17/07/2020,582,295211,41562,34,0
18/07/2020,505,295716,41566,31,0
19/07/2020,448,296164,41574,24,0
20/07/2020,830,296994,41581,31,0
21/07/2020,788,297782,41590,31,0
22/07/2020,816,298598,41606,34,0
23/07/2020,808,299406,41612,36,0
24/07/2020,774,300180,41624,19,0
25/07/2020,530,300710,41635,23,0
26/07/2020,563,301273,41644,32,0
27/07/2020,869,302142,41655,18,0
28/07/2020,856,302998,41660,26,0
29/07/2020,1062,304060,41666,28,0
30/07/2020,946,305006,41676,17,0
31/07/2020,697,305703,41681,31,0
01/08/2020,559,306262,41691,20,0
02/08/2020,564,306826,41701,17,0
03/08/2020,1060,307886,41710,23,0
04/08/2020,1065,308951,41723,27,0
05/08/2020,1092,310043,41732,13,0
06/08/2020,1105,311148,41747,21,0
07/08/2020,973,312121,41757,24,0
08/08/2020,710,312831,41767,22,0
09/08/2020,627,313458,41780,19,0
10/08/2020,1499,314957,41793,25,0
11/08/2020,1378,316335,41811,20,0
12/08/2020,1242,317577,41828,24,0
13/08/2020,1156,318733,41849,23,0
14/08/2020,1185,319918,41867,18,0
15/08/2020,714,320632,41894,23,0
16/08/2020,602,321234,41922,15,0
17/08/2020,1298,322532,41946,21,0
18/08/2020,1116,323648,41966,15,0
19/08/2020,1282,324930,41998,13,0
20/08/2020,1498,326428,42025,16,0
21/08/2020,1218,327646,42065,10,0
22/08/2020,842,328488,42123,12,0
23/08/2020,831,329319,42158,17,0
24/08/2020,1301,330620,42191,10,0
25/08/2020,1270,331890,42230,22,0
26/08/2020,1388,333278,42279,16,0
27/08/2020,1591,334869,42333,12,0
28/08/2020,1632,336501,42381,12,0
29/08/2020,1230,337731,42438,8,0
